Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0440712K;Ecole maternelle publique Lamoricière;ECOLE MATERNELLE PUBLIQUE;LAMORICIERE;Public;14 bis rue Lamoricière;;;44100;NANTES;Nantes;354195.9;6689121.7;EPSG:2154;47.21227638611638;-1.5713695783633703;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21227638611638, -1.5713695783633703;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440724Y;Ecole maternelle publique Docteur Teillais;ECOLE MATERNELLE PUBLIQUE;DOCTEUR TEILLAIS;Public;21 rue du Docteur Teillais;;;44300;NANTES;Nantes;357210.2;6691430.1;EPSG:2154;47.23458726420742;-1.5333598322123299;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23458726420742, -1.5333598322123299;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-09
0440991N;Ecole maternelle publique Les Plantes;ECOLE MATERNELLE PUBLIQUE;PLANTES (LES);Public;19 avenue des Plantes;;;44100;NANTES;Nantes;353436.4;6691616.5;EPSG:2154;47.23430239645916;-1.583299463288091;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23430239645916, -1.583299463288091;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-02
0440998W;Ecole élémentaire publique Henri Bergson;ECOLE ELEMENTAIRE PUBLIQUE;HENRI BERGSON;Public;5 rue de Madrid;;;44000;NANTES;Nantes;357211.8;6689097.7;EPSG:2154;47.21362483840058;-1.531570457936547;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21362483840058, -1.531570457936547;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-02
0441412W;Ecole primaire privée Notre-Dame de Toutes Aides;ECOLE PRIMAIRE PRIVEE;N-D.DE TOUTES AIDES;Privé;12 rue des Epinettes;;;44319;NANTES CEDEX 3;Nantes;358216.3;6690680.1;EPSG:2154;47.22836530022264;-1.519516261723193;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22836530022264, -1.519516261723193;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441422G;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;STE MARIE;Privé;9 avenue Bascher;;;44000;NANTES;Nantes;356196.6;6690121.2;EPSG:2154;47.222298840659604;-1.5457396163620587;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.222298840659604, -1.5457396163620587;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441486B;Ecole primaire privée Saint Yves;ECOLE PRIMAIRE PRIVEE;ST YVES;Privé;7 rue Jean Marie Potiron;;;44300;NANTES;Nantes;358533.5;6695309.4;EPSG:2154;47.27013606768363;-1.518830323354855;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.27013606768363, -1.518830323354855;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-22
0441488D;Ecole primaire privée Saint Donatien;ECOLE PRIMAIRE PRIVEE;ST DONATIEN;Privé;61 bis rue du Coudray;;;44000;NANTES;Nantes;356435.6;6690993.9;EPSG:2154;47.23026622246208;-1.5432497212164098;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23026622246208, -1.5432497212164098;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-22
0441551X;Section d'Enseignement Professionnel du lycée polyvalent les Bourdonnières;SECTION ENSEIGNT PROFESSIONNEL;LPO LES BOURDONNIERES;Public;Rue DE LA PERRIERE;;;44200;NANTES;Nantes;358102.1;6685991.5;EPSG:2154;47.18616538280837;-1.5174799567161925;Correcte;Rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.18616538280837, -1.5174799567161925;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-01-25
0441608J;Collège La Durantière;COLLEGE;LA DURANTIERE;Public;17 rue Baptiste Marcet;;;44100;NANTES;Nantes;351747.9;6689552.2;EPSG:2154;47.21486580010774;-1.6039894137236577;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21486580010774, -1.6039894137236577;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-03-26
0441739B;Ecole maternelle publique Louise Michel;ECOLE MATERNELLE PUBLIQUE;LOUISE MICHEL;Public;21 rue Paul Ramadier;;;44200;NANTES;Nantes;357186.2;6688229.8;EPSG:2154;47.20581101848446;-1.5312504630460555;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20581101848446, -1.5312504630460555;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-04-23
0441931K;Collège privé Saint Joseph du Loquidy-La Salle;COLLEGE PRIVE;ST JOSEPH DU LOQUIDY-LA SALLE;Privé;73 boulevard Michelet;;;44322;NANTES CEDEX 3;Nantes;355378.3;6691793.3;EPSG:2154;47.23690274758025;-1.5578098349680238;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23690274758025, -1.5578098349680238;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0441932L;Collège privé Blanche de Castille;COLLEGE PRIVE;BLANCHE DE CASTILLE;Privé;43  BOULEVARD JULES VERNE;;61902;44319;NANTES CEDEX 3;Nantes;357223.3;6691683.8;EPSG:2154;47.236874235960315;-1.5333793806092841;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.236874235960315, -1.5333793806092841;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0441935P;Collège privé Notre-Dame de Toutes Aides;COLLEGE PRIVE;NOTRE-DAME DE TOUTES AIDES;Privé;12 rue des Epinettes;;;44319;NANTES CEDEX 3;Nantes;358216.3;6690680.1;EPSG:2154;47.22836530022264;-1.519516261723193;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22836530022264, -1.519516261723193;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0441936R;Collège privé La Perverie Sacré-Coeur;COLLEGE PRIVE;LA PERVERIE SACRE COEUR;Privé;63  RUE DE LA PERVERIE;;;44322;NANTES CEDEX 3;Nantes;355082.2;6692546.1;EPSG:2154;47.24351476296307;-1.5622918229573297;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.24351476296307, -1.5622918229573297;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0441938T;Collège privé Saint Stanislas;COLLEGE PRIVE;ST STANISLAS;Privé;2 rue SAINT STANISLAS;;;44009;NANTES CEDEX 1;Nantes;355407.5;6690305.4;EPSG:2154;47.223545165985726;-1.5562902897822823;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.223545165985726, -1.5562902897822823;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0441982R;Lycée général et technologique privé Bretagne;LYCEE GEN.ET TECHNOL.PRIVE;DE BRETAGNE;Privé;15  RUE DU LANDREAU;;;44300;NANTES;Nantes;358163.5;6691151.6;EPSG:2154;47.232575902363024;-1.5205694787085215;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.232575902363024, -1.5205694787085215;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1981-09-01
0441993C;Lycée général et technologique Carcouët;LYCEE GENERAL ET TECHNOLOGIQUE;CARCOUET;Public;115 boulevard DU MASSACRE;;98430;44184;NANTES CEDEX 4;Nantes;352687.6;6691330.6;EPSG:2154;47.23134140761392;-1.5929603553867224;Correcte;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23134140761392, -1.5929603553867224;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1982-09-01
0442024L;Ecole primaire publique Maison Neuve;ECOLE PRIMAIRE PUBLIQUE;MAISON NEUVE;Public;7 rue Eugénie Cotton;;;44300;NANTES;Nantes;358657.3;6694085.0;EPSG:2154;47.25919513489105;-1.5162698408737654;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25919513489105, -1.5162698408737654;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1983-09-01
0442074R;Ecole élémentaire publique Anatole de Monzie;ECOLE ELEMENTAIRE PUBLIQUE;ANATOLE DE MONZIE;Public;Rue Léon Buerne;;;44200;NANTES;Nantes;356371.9;6687953.9;EPSG:2154;47.2029103183295;-1.5417805099112682;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2029103183295, -1.5417805099112682;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1987-09-01
